Date,Close,High,Low,Open,Volume,ticker
2010-01-04,217.58706665039062,220.74314587956877,206.73301448662482,220.74314587956877,76646086,RELIANCE.NS
2010-01-05,216.615966796875,232.63913094950198,215.54371422086302,232.63913094950198,21392825,RELIANCE.NS
2010-01-06,220.115966796875,221.43100084620053,216.60583755371474,218.47722852637645,23691760,RELIANCE.NS
2010-01-07,223.76771545410156,225.5784145650255,218.09285006451108,220.1159847302725,26197920,RELIANCE.NS
2010-01-08,223.1809844970703,225.3356182568051,221.73445115785432,224.16219894726856,15110149,RELIANCE.NS
2010-01-11,218.80093383789062,232.59865583200954,212.4280972672787,229.56394731292946,188649642,RELIANCE.NS
2010-01-12,219.3775177001953,230.08996782340017,217.8905229758642,221.5321515285901,32790509,RELIANCE.NS
2010-01-13,220.23733520507812,220.92519143305594,216.19107999513162,220.11595119516187,15360176,RELIANCE.NS
2010-01-14,226.93389892578125,227.56104967112483,219.7113339378135,219.7113339378135,24545629,RELIANCE.NS
2010-01-15,224.71856689453125,230.413662521503,223.56539170228308,227.7633637391501,18766617,RELIANCE.NS
2010-01-18,222.44256591796875,225.87175904750683,220.91509629970562,223.959906696027,14172193,RELIANCE.NS
2010-01-19,219.50904846191406,223.76771278205766,219.03360067941261,222.54373016663692,13064666,RELIANCE.NS
2010-01-20,217.99166870117188,221.9570013325239,216.8789549067991,221.53214378255336,19331024,RELIANCE.NS
2010-01-21,213.24745178222656,217.8905255405802,212.4786728266846,217.4858986405013,18611321,RELIANCE.NS
2010-01-22,213.20701599121094,216.6766843097122,208.28071226606977,210.60730709147816,39869565,RELIANCE.NS
2010-01-25,210.8197021484375,213.31825736730556,209.73733431560765,212.35727355196246,13393277,RELIANCE.NS
2010-01-27,207.8861846923828,212.42810529753038,206.35872854529455,209.19110346266322,24843485,RELIANCE.NS
2010-01-28,209.828369140625,211.70987540356165,207.37027529826705,210.4049567200463,33223459,RELIANCE.NS
2010-01-29,211.6593017578125,212.79224626358626,205.97432154914085,208.9685416752,23333042,RELIANCE.NS
2010-02-01,211.4974822998047,213.43968083617048,209.50469357821635,209.89920518812593,12132865,RELIANCE.NS
2010-02-02,207.83560180664062,213.71277350729287,207.1881933559365,212.83271235142206,17248998,RELIANCE.NS
