Date,Close,High,Low,Open,Volume,ticker
2010-01-04,73.72516632080078,74.71064607689515,73.15678518964063,73.47879308413776,6100980,HDFCBANK.NS
2010-01-05,73.78999328613281,74.55935889669088,73.69490256165679,73.91101664541532,16773200,HDFCBANK.NS
2010-01-06,73.83967590332031,74.3432186392753,72.96441021508178,74.08387919195809,13279680,HDFCBANK.NS
2010-01-07,74.03204345703125,76.43523112524925,73.54794999732654,76.43523112524925,12247960,HDFCBANK.NS
2010-01-08,74.1292724609375,74.4901791826879,73.52199258949032,73.99743947857084,14171800,HDFCBANK.NS
2010-01-11,73.83104705810547,75.58157225569384,73.58683711610276,75.58157225569384,27533220,HDFCBANK.NS
2010-01-12,73.27131652832031,73.98881023211668,72.5538162292459,73.82456802283411,9814100,HDFCBANK.NS
2010-01-13,73.01629638671875,73.25402318232588,71.98975455615536,72.82827820141793,20693500,HDFCBANK.NS
2010-01-14,72.77857208251953,74.07525642695529,72.18209517359024,73.91100763283792,20345280,HDFCBANK.NS
2010-01-15,73.2259292602539,73.43556017718699,72.22532663126218,73.40962754338548,23163460,HDFCBANK.NS
2010-01-18,76.35958099365234,76.85016415059083,72.70509789569364,73.0465552223254,47002920,HDFCBANK.NS
2010-01-19,76.90203857421875,77.31698053746686,75.76527632697334,76.28827533744162,33328440,HDFCBANK.NS
2010-01-20,75.90359497070312,77.36884831463847,75.33737708018141,77.15273421320093,27304220,HDFCBANK.NS
2010-01-21,73.98233032226562,76.11105533558779,73.69922140425447,76.11105533558779,25046940,HDFCBANK.NS
2010-01-22,72.48899841308594,73.4787981449986,71.4905456747281,73.30590949335739,18947400,HDFCBANK.NS
2010-01-25,71.60722351074219,72.52354490795328,70.50936711570306,71.74985956516642,12057580,HDFCBANK.NS
2010-01-27,69.03547668457031,71.79741414078737,68.59028224323652,71.79741414078737,24215580,HDFCBANK.NS
2010-01-28,68.86475372314453,69.97773997185071,68.15373651764385,69.58873724647258,34864460,HDFCBANK.NS
2010-01-29,70.49857330322266,70.75574959010548,67.10342289949463,68.29205035826185,32870340,HDFCBANK.NS
2010-02-01,69.14568328857422,70.36672618166182,68.50814429191114,70.36672618166182,15034660,HDFCBANK.NS
2010-02-02,68.2531509399414,69.80052855803764,67.94626604166959,69.45906461522263,20669400,HDFCBANK.NS
2010-02-03,70.13982391357422,70.55692911161137,68.20560680268528,69.15650746122138,15455340,HDFCBANK.NS
2010-02-04,69.88048553466797,70.23275252240494,68.52977260333171,69.93451405192141,17210480,HDFCBANK.NS
2010-02-05,68.00462341308594,69.07006429095583,67.64370998186713,69.07006429095583,18693880,HDFCBANK.NS
2010-02-08,67.74745178222656,68.67457654096263,66.95214686608483,68.50817105497184,15181200,HDFCBANK.NS
2010-02-09,67.93112182617188,68.20126437034557,67.06018252756697,67.721490948082,23947500,HDFCBANK.NS
2010-02-10,68.87772369384766,69.9107488389779,67.60048855788621,68.0759422210336,27733360,HDFCBANK.NS
2010-02-11,69.07007598876953,70.58287487077202,68.72429206811302,69.32940898280212,14539380,HDFCBANK.NS
2010-02-15,69.75298309326172,70.00799612670322,68.40010683184887,69.02683634948312,9604980,HDFCBANK.NS
